"Country.Name","Country.Code","X2015"
"Aruba","ABW",15.27377987
"Afghanistan","AFG",27.22027016
"Angola","AGO",9.308019638
"Albania","ALB",58.10995102
"Arab World","ARB",43.227300645
"Argentina","ARG",51.1580472
"Armenia","ARM",44.30950165
"Antigua and Barbuda","ATG",33.9174337383333
"Australia","AUS",44.1206506066667
"Austria","AUT",81.54051208
"Azerbaijan","AZE",25.48320007
"Burundi","BDI",60.0887959766667
"Belgium","BEL",75.03682709
"Benin","BEN",51.3512738533333
"Burkina Faso","BFA",34.46638536575
"Bangladesh","BGD",65.939650535
"Bulgaria","BGR",73.93419647
"Bahrain","BHR",43.26322937
"Bosnia and Herzegovina","BIH",42.22820568
"Belarus","BLR",87.94074249
"Belize","BLZ",23.29034996
"Bermuda","BMU",24.30069923
"Bolivia","BOL",31.895449955
"Brazil","BRA",50.60491943
"Barbados","BRB",47.0189307516667
"Brunei Darussalam","BRN",30.84477997
"Bhutan","BTN",79.072925565
"Botswana","BWA",27.53108978
"Central African Republic","CAF",52.4635422220833
"Canada","CAN",34.4641034865556
"Central Europe and the Baltics","CEB",32.6544417282778
"Switzerland","CHE",57.67219162
"Chile","CHL",88.5772934
"China","CHN",43.39176941
"Cote d'Ivoire","CIV",9.155269623
"Cameroon","CMR",17.47789955
"Congo, Dem. Rep.","COD",43.28292513
"Congo, Rep.","COG",77.31842804
"Colombia","COL",55.65726852
"Comoros","COM",54.12373161
"Cabo Verde","CPV",21.70782089
"Costa Rica","CRI",53.62966156
"Caribbean small states","CSS",36.012357965
"Cuba","CUB",36.28039932
"Curacao","CUW",60.4085156133333
"Cyprus","CYP",60.10123062
"Czech Republic","CZE",64.96671295
"Germany","DEU",68.26558685
"Djibouti","DJI",71.1147683466667
"Denmark","DNK",82.78697205
"Dominican Republic","DOM",50.11639023
"Algeria","DZA",36.92227936
"East Asia & Pacific (excluding high income)","EAP",45.3051589308333
"Early-demographic dividend","EAR",38.726831052
"East Asia & Pacific","EAS",65.45321083
"Europe & Central Asia (excluding high income)","ECA",58.1973074291667
"Europe & Central Asia","ECS",54.7566687627407
"Ecuador","ECU",43.41952896
"Egypt, Arab Rep.","EGY",36.22853851
"Euro area","EMU",46.4987685238519
"Eritrea","ERI",29.6175105570833
"Spain","ESP",89.67014313
"Estonia","EST",69.5504303
"Ethiopia","ETH",47.311694310963
"European Union","EUU",60.3441579605555
"Fragile and conflict affected situations","FCS",46.1292301260208
"Finland","FIN",87.28970337
"Fiji","FJI",48.9642308533333
"France","FRA",52.34117381
"Micronesia, Fed. Sts.","FSM",48.1811016574426
"Gabon","GAB",37.9641624992469
"United Kingdom","GBR",61.5575834506444
"Georgia","GEO",43.41952896
"Ghana","GHA",16.23051071
"Guinea","GIN",48.2284853877407
"Gambia, The","GMB",44.3769079844444
"Guinea-Bissau","GNB",42.6713696786667
"Equatorial Guinea","GNQ",59.7766484882815
"Greece","GRC",62.1393148410556
"Grenada","GRD",91.14774323
"Guatemala","GTM",21.84680939
"Guyana","GUY",47.13847971
"High income","HIC",73.74691772
"Hong Kong SAR, China","HKG",68.47545624
"Honduras","HND",22.05937004
"Heavily indebted poor countries (HIPC)","HPC",40.0076690375802
"Croatia","HRV",69.05249023
"Hungary","HUN",50.86220169
"IBRD only","IBD",59.2516387278494
"IDA & IBRD total","IBT",43.339772795
"IDA total","IDA",46.5314786708056
"IDA blend","IDB",48.4282884445865
"Indonesia","IDN",24.25494003
"IDA only","IDX",42.8908113170332
"India","IND",26.87487984
"Ireland","IRL",83.77778625
"Iran, Islamic Rep.","IRN",71.88114166
"Iraq","IRQ",42.2488943226926
"Iceland","ISL",56.9347425924167
"Israel","ISR",64.7467804
"Italy","ITA",62.49607086
"Jamaica","JAM",27.22027016
"Jordan","JOR",44.86951828
"Japan","JPN",51.1656756308719
"Kazakhstan","KAZ",46.03990936
"Kenya","KEN",42.1037518129858
"Kyrgyz Republic","KGZ",46.90145111
"Cambodia","KHM",13.0882597
"St. Kitts and Nevis","KNA",79.56452942
"Korea, Rep.","KOR",93.17913818
"Kuwait","KWT",40.1238260192563
"Latin America & Caribbean (excluding high income)","LAC",52.3631680833219
"Lao PDR","LAO",16.90589905
"Lebanon","LBN",38.48477173
"Liberia","LBR",55.1145093807052
"Libya","LBY",53.5063199975
"St. Lucia","LCA",16.76589012
"Latin America & Caribbean","LCN",51.7109390177663
