Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Europe & Central Asia,ECS,81.2873764,81.3061676,81.98845673,83.04341125,84.09497833,84.61792755,85.20552826,85.91179657,86.30223083,86.64762115,87.02741241,87.16011047,87.58776093,88.00765991,88.36569977,89.01052094,90.21475983,90.69702148,90.9022522,91.00327301,90.90014648,90.73455811,90.81656647,92.41081238,93.36019135,93.74960327,93.66446686,93.41372681,92.89655304,93.89855194,94.56568146,96.275383,97.45227814,98.18527985,95.6700592,95.24150085,95.59121704,96.16500854,96.50702667,96.04889679,97.85806274,98.52926636,98.92729187,105.3519516,105.9635162,,
Ecuador,ECU,,25.40979004,27.41175079,29.85483932,32.56245041,35.63124084,39.48117828,42.64374924,44.90975952,47.16395187,49.73735046,52.91323853,55.23788834,57.02272034,54.20695877,57.78911972,57.72071838,58.14619827,58.76834106,,58.34104156,56.99473953,58.05987167,57.41419983,,,54.31393814,,56.52033997,57.95600891,57.84692001,58.0689888,59.01779175,58.56803894,59.22438812,61.87860107,64.19695282,65.91542053,,,88.73893738,92.84921265,97.69551086,101.3936996,104.4767914,107.7006912,107.223259
"Egypt, Arab Rep.",EGY,,31.68157959,33.09487915,34.32910919,35.44615936,38.45500946,41.10757065,44.53742981,46.76805115,48.10206985,49.22822952,50.2447319,52.32275009,54.39051056,56.44580078,58.54682159,61.51377106,64.3463974,64.67469788,63.90211868,75.25679016,75.33265686,69.57113647,69.82633209,74.71521759,72.20411682,69.71739197,73.63287354,,79.08142853,80.51473236,81.65100098,81.06118011,80.98999786,80.79295349,,,,,68.79331207,71.50567627,81.67791748,83.63410187,85.72505951,86.10231781,,
Euro area,EMU,77.66123199,77.72315216,78.89408112,80.77632904,82.49897003,83.10044861,84.14539337,85.30825043,85.8752594,86.50164795,87.06922913,87.17601013,87.66156769,88.33013153,88.86438751,89.69200134,91.71289825,92.73184967,93.18092346,93.8416214,94.35536194,95.92407227,98.08338165,101.788269,105.468071,105.9626007,106.0943069,105.4736023,102.1983566,102.379097,103.1263199,104.4018021,105.3651276,105.982933,104.1694183,105.7818222,106.07724,106.01297,106.535408,106.6257095,107.9231415,108.5455093,108.7402267,111.4883881,111.4196625,,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,13.39729023,14.32487011,15.21483994,15.98455048,17.10342979,,20.46221924,23.0205307,23.27882957,24.26207924,25.05005074,25.69714928,28.46809959,29.92034912,29.02909088,30.87355995,33.02542114,34.10422897,35.3205986,36.54611969,35.51931,34.75437164,30.54986,
Spain,ESP,,57.05643082,53.84297943,58.73400879,61.63848877,65.98651123,71.05455017,74.60005188,76.64643097,82.12770844,84.84918976,86.15055847,88.26586151,90.4884491,89.16459656,91.38234711,98.34967041,100.7206268,103.1352768,104.08741,101.158371,103.2086334,105.3664322,109.7087021,112.361969,114.1513596,117.6099319,115.1918182,106.092308,107.8001404,110.2685089,111.8033981,111.8963699,112.2328186,113.9574738,117.5131378,117.5426712,117.5055389,117.6678009,118.3946381,124.3840637,128.5921631,131.0341644,131.0860443,130.1646576,129.8104858,
Estonia,EST,,,,,,,,,,,,,,,,,99.116539,,,86.17162323,104.7041702,102.0956192,101.7918777,97.34333038,99.03459167,102.4437027,92.83760071,,94.37464905,93.71411133,93.8263092,94.95307159,97.6813736,97.66770172,100.085289,102.7899323,103.1119003,103.2343292,102.2669373,102.7461014,105.2962418,107.3662872,107.5298462,108.5829391,110.4064789,115.1782227,
Ethiopia,ETH,,3.807189941,4.104169846,4.535009861,4.975230217,,,,,,,,,,12.48635006,,12.98456001,14.05307007,15.2760601,15.21350002,,13.89031029,12.15804005,10.83304024,10.46835041,10.50162983,10.85953045,,,12.3886404,13.50220013,16.38871002,18.60766983,19.49935913,21.91142082,24.75036049,28.83949089,31.98987007,33.20386887,33.4888916,34.80821991,36.04822922,37.70338821,,,35.17324829,
European Union,EUU,77.26464844,77.2904892,78.06404877,79.66419983,81.41551208,82.13793182,83.01965332,84.16098022,84.76584625,85.44023895,85.99368286,86.42259216,87.03978729,87.60738373,88.00731659,88.77308655,90.50409698,91.40341949,91.86702728,92.49275208,92.95342255,93.45918274,94.58306122,98.71808624,101.3521576,101.641037,101.8824463,101.5084915,99.48906708,100.2487793,101.1093369,102.310257,103.3810806,103.7268372,101.641243,103.1357498,102.5145493,102.5453873,103.2873535,103.6776581,105.0839005,104.4131012,104.4581604,112.4467926,112.7937393,,
Fragile and conflict affected situations,FCS,18.20627022,18.20583916,18.8325901,19.46225929,19.92988968,20.88739014,21.63373947,22.34589005,23.32150078,24.66960907,25.46175957,26.46559906,26.99478912,27.53405952,28.18000984,28.35741043,28.41735077,28.46686935,28.45261955,28.32531929,27.10213089,27.5611496,27.48737907,27.64273071,28.39899063,29.3872509,29.78214073,30.22462082,30.73731995,31.12221909,32.36122894,32.94244003,33.84418106,35.66672134,37.53720856,38.33555984,39.75096893,40.26074982,42.1687088,43.5346489,44.49208069,45.37466049,46.18156815,44.98086929,45.53680038,,
Finland,FIN,,101.8369675,105.864563,106.2161484,107.1552277,106.2832413,88.57550049,91.81073761,94.11434937,96.91591644,98.29839325,99.66175079,100.7173386,101.1121902,103.9941101,104.9386826,105.7277222,105.999939,108.2681808,111.22509,114.5749817,116.4154434,119.6727371,116.5504227,117.33992,115.5559769,115.9164505,117.7493591,117.6472778,120.584877,124.7591782,127.3150101,128.9834747,131.7436981,110.912468,111.971077,111.6135483,110.3290863,108.7442703,107.4237976,107.2725906,107.4782181,107.4859009,143.2185669,145.4836884,149.4560852,
Fiji,FJI,52.0486908,55.01047134,58.84869003,61.4642601,64.35695648,66.6167984,69.79434204,72.70178986,74.02015686,74.32737732,71.79221344,70.39405823,,71.23345184,71.67579651,69.72241974,71.4453125,73.50048828,,,,76.69917297,80.75273132,,,,,,78.76780701,78.3443222,78.34345245,79.06707764,82.34590149,86.04210663,90.84942627,,91.00837708,89.15940094,87.86987305,86.8852005,,90.92162323,88.66825104,,,,
France,FRA,,74.31257629,77.89969635,80.94547272,85.18002319,83.35088348,81.71296692,82.70623779,82.41478729,82.99701691,83.84619141,84.43451691,85.1280365,86.5057373,88.26863861,89.82743835,90.76171112,91.88986206,92.91132355,94.60758209,96.85092163,101.4943466,105.2577972,105.8775024,114.2034912,114.2231216,112.675972,111.5293579,110.5237503,109.5567474,108.7775497,107.8806763,107.7098999,108.1762238,107.9212036,112.273819,112.0745468,111.8373489,111.6255569,111.1785202,111.3268967,111.2224121,111.6653214,110.9406509,110.6440125,,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,133.9108582,142.8415222,154.3813324,162.5911255,,166.1358948,163.0002136,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5146637,83.21533203,,,,,,,,,,,
Gabon,GAB,,14.57394028,16.39299965,20.21134949,23.8905201,27.76140022,28.83826065,28.97763062,31.31665039,29.79590034,29.25927925,30.78808022,30.35281944,31.52858925,33.52928925,35.11682129,37.98685074,37.42176819,38.84886932,37.21559906,,,,,38.96736908,41.59262085,49.2206192,49.69792938,,47.87279129,,52.47724152,53.30363846,,,,,,,,,,,,,,
United Kingdom,GBR,,76.55867767,77.01763916,77.36186218,81.95645905,82.13739777,82.41438293,82.37670898,81.76045227,81.3736496,80.76638794,80.94805908,81.94966125,83.19856262,83.43097687,83.56845093,83.96695709,83.66989899,83.29927063,83.38343048,84.36380768,87.56006622,91.08344269,101.0174789,102.7104263,103.1202011,102.0269394,99.84166718,98.9675827,101.1973267,101.9333801,101.8126221,102.7519073,102.0717697,104.6334305,105.3872833,98.29450989,96.93357849,97.78372955,99.3622818,101.9088593,92.84832764,91.3931427,124.425972,127.8112869,,
Georgia,GEO,,,,,,,,,,,,108.7726974,,,,,110.8194427,,,,,94.63809967,89.22403717,79.43840027,78.59108734,77.05422974,78.72911835,79.60311127,,79.05136108,78.88179016,79.68182373,80.66030121,82.12241364,78.90624237,81.65640259,83.4852066,89.88330078,90.65106201,88.10632324,,,,97.69384766,99.43003845,103.6816177,
Ghana,GHA,,43.09191895,,40.2865715,37.77883148,36.49879074,36.51174164,36.89284134,36.97428894,37.40385056,39.15269852,39.88875961,38.73028183,39.18666077,38.9911499,37.4695015,37.6069603,37.3788681,39.38183975,35.28493118,35.9474411,,,,,35.83971024,,,,35.4076004,35.65568161,33.96942139,35.34386826,36.65528107,39.18606949,41.06443024,42.54098892,46.33615112,48.35065842,49.81917191,,57.08298874,58.35628891,61.08369827,57.9407692,61.41250992,62.1050415
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,11.41160011,,,,,,14.9032402,16.39093971,16.65749931,17.46198082,17.54678917,16.5963192,16.56719017,16.71987915,16.86477089,15.02110958,12.93673992,,11.99260998,11.1051302,11.52210999,,12.66808987,12.95592976,,13.25522041,,,13.34679031,,17.8593502,20.53257942,22.2585392,24.53689003,29.19433022,32.69443893,,34.08150864,,,37.64012909,37.61923981,,38.82326889,,
"Gambia, The",GMB,,9.424650192,9.660420418,9.560520172,10.8335104,10.66219044,11.18056011,12.22255039,12.10245991,12.83061981,14.02595043,14.84276962,15.36460018,16.69622993,17.86112022,18.33485031,17.30781937,16.37342072,15.85223961,16.49860001,17.1861496,17.9575901,18.30080032,20.67291069,20.54857063,22.81446075,22.19602013,,,,,,,,,,,,57.84135818,58.83488846,57.45183182,,,,,,
Guinea-Bissau,GNB,,5.358850002,5.120079994,,,,2.6714499,3.903429985,4.528520107,5.1353302,5.01278019,5.498789787,7.153979778,9.402210236,10.51311016,9.991270065,,6.517459869,5.377759933,6.050010204,,,,,,,,,,,17.18758011,,,,,30.53257942,32.64117813,,,,,,,,,,
Equatorial Guinea,GNQ,,14.02322006,,,,,10.62685013,,,,6.122399807,,,8.777779579,,,,,,,,,,41.83166885,37.69594955,,,,,32.27862167,30.56900978,26.9594593,26.71907997,,,27.37130928,,,,,,,,,,,
Greece,GRC,,63.31335068,68.42907715,70.6177597,73.07147217,74.75375366,77.77947998,79.51177979,80.21788788,79.90595245,81.44464874,81.23239899,84.18141937,81.11595917,85.49675751,87.89961243,90.71774292,94.41024017,95.46852875,96.15982056,94.9295578,94.51947784,95.51969147,91.84954834,92.50872803,91.96600342,92.2855072,92.03994751,91.98171234,91.10240173,89.93728638,93.55560303,98.01811218,95.08769989,95.03827667,99.64308929,99.2351532,96.9108429,,,104.9792633,103.0015106,105.1684494,108.1978302,106.4993591,,
Grenada,GRD,,29.3217392,35.45846939,32.13491821,32.91225052,67.76995087,70.79283905,72.91124725,76.1678009,77.28778839,77.03575897,72.16597748,72.86135864,72.16287231,83.68782043,80.87094116,80.00502014,83.39658356,85.57675171,86.19924164,91.18759155,99.89781189,102.4748917,102.7774963,,,,,,,,,108.0513916,111.2025681,103.5475998,97.79457855,,110.884697,110.1404495,100.7857513,107.7990265,,,101.139801,100.8493881,99.17962646,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,10.29294968,8.817560196,9.688079834,9.697179794,11.38945961,12.15783978,13.31482983,13.88191032,18.01300049,18.47591972,18.34934044,18.94989967,18.0791893,18.35235977,18.59869957,18.88307953,20.13912964,,,,,22.62844086,,24.13534927,25.01243973,25.14759064,24.7364006,24.70763016,29.59519005,31.62841988,36.16366959,39.00278091,42.8053894,,47.26435089,49.75881958,52.00337982,54.10194016,55.12557983,57.3280983,63.14287186,63.7431488,64.07070923,64.15612793,63.53115845,65.62670135,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,66.30666351,70.02301788,71.57182312,70.5515976,,73.73519135,,,,,,,,68.74093628,71.98497772,77.22168732,78.84899139,,,,,,,,,,,,82.91594696,,102.1673813,,94.53766632,,96.86823273,,88.32749939,87.00611877,88.05554199,88.64228058,92.48394012,89.33683777,,,,
High income,HIC,77.55471802,77.49324036,78.46906281,79.6361618,80.86093903,81.45980072,82.25743866,83.14849854,83.66854858,82.71675873,86.18544769,86.59105682,87.81404877,88.58740234,89.58750153,90.00344086,91.34645081,91.9149704,91.76912689,91.80126953,91.7891922,92.99478149,94.47994232,97.28932953,99.6931076,99.79277039,99.98181152,99.92652893,98.78102875,98.93193054,99.33222961,99.95388794,100.1536484,100.8377838,99.86563873,100.7627029,100.1709671,100.3146896,100.5491562,100.6300507,100.9379425,100.8787766,101.4388428,105.6371384,106.3484802,106.6345596,
"Hong Kong SAR, China",HKG,,35.6613884,37.47388077,39.5931282,42.17232132,45.95853043,48.63008881,50.48865128,53.08689117,56.45726013,58.63764954,61.50717926,64.3598938,67.19271851,69.62481689,72.40624237,73.56558228,75.10192108,75.71617126,,,,,,,,79.2878418,,,,,77.06687927,76.89452362,77.31925201,78.99212646,80.40236664,80.90341949,82.9851532,84.69458771,86.16648102,88.0195694,87.21755981,107.2292633,101.0338211,100.6335983,100.8419037,
Honduras,HND,12.86190987,14.87961006,15.97348976,,18.98167992,15.64997005,16.83250999,24.04649925,27.21888924,26.77778053,29.44621086,,32.10737991,33.02138138,33.75597,36.90596008,35.22307968,,,,,32.95608902,,32.43437958,,,,,,,,,,,,,61.16965103,63.63008881,64.19106293,,72.63659668,73.0977478,72.51013947,70.6631012,68.38008881,70.77558899,
Heavily indebted poor countries (HIPC),HPC,11.44968033,11.51154041,11.90515041,12.17617035,12.34980965,12.92383957,13.48110008,14.25642014,14.96687031,15.75045967,16.6196804,17.35321999,17.74567032,18.23103905,18.40673065,18.34185028,18.27526093,18.35230064,18.75721931,18.41612053,18.31504059,18.50007057,18.36437035,18.37960052,18.78532028,19.31501961,19.45301056,19.71743011,20.44474983,21.21570015,21.95677948,23.00101089,24.08069992,25.0528698,26.39365959,27.77869034,29.51139069,31.29643059,33.4192009,35.22211075,36.74568176,37.76868057,38.67235947,39.16217041,39.86618042,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,80.73262787,84.28811646,81.93122101,81.6505127,82.66594696,84.03807068,85.36897278,85.52747345,85.76460266,86.85450745,88.31845093,,93.14652252,94.93402863,96.90339661,98.96221161,100.6282883,100.713913,99.88217163,99.76705933,100.0900269,98.99999237,98.21647644,
Haiti,HTI,,,,,,,,,,11.17068005,11.84694958,12.74650955,12.8345499,15.08216,17.0843792,,17.51778984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,,74.25740051,72.74228668,72.67114258,72.00653839,73.11308289,74.93469238,76.94046783,79.51426697,82.77783203,84.93647003,86.43541718,87.50476837,86.96865845,86.06707764,86.55487823,88.58737183,89.04258728,89.41001129,88.75937653,87.37657166,85.27871704,83.36653137,,88.56343079,89.13465881,91.42519379,94.75946045,91.35959625,93.95767212,96.18340302,98.50523376,100.142189,102.2434464,95.93939209,96.1855011,95.90943146,96.07066345,96.61284637,97.8855896,99.93418121,100.770668,101.8602295,108.1988602,106.9843597,105.2037735,
IBRD only,IBD,35.19855118,37.72114182,40.31951904,42.27228928,42.35646057,43.05469131,45.57804108,47.09843826,46.93233871,48.82329178,46.80904007,45.66474915,44.05329895,43.79394913,44.17314148,42.5424118,46.79219818,48.04697037,48.94876099,49.35282898,50.3176384,51.79962921,53.55316925,55.32112122,56.41275024,57.85533905,59.46004868,60.8356781,61.32030106,61.51898956,62.40842056,62.70901871,63.6554985,64.85482788,65.96856689,67.10089874,68.34053802,70.68517303,72.96685791,74.09658813,76.81329346,79.35343933,81.18118286,82.76820374,82.45755768,,
IDA & IBRD total,IBT,31.88648987,33.86671829,35.91017914,37.47301865,37.52822876,38.10494995,40.04037857,41.55659866,41.76959991,43.38975143,42.04396057,41.21812057,40.17057037,40.17061996,40.57265091,39.32310867,42.60649109,43.5931015,44.19665146,44.35327911,44.92860031,46.18732834,47.6112709,48.91865921,49.76786041,50.95402145,52.1905098,53.31299973,53.83000946,54.07178879,54.91558838,55.38293076,56.33766174,57.38132095,58.38734055,59.23332977,60.39028168,62.15008926,63.94279861,64.99063873,67.09732819,68.85379791,70.2065506,71.39096069,71.16118622,,
IDA total,IDA,20.02602959,20.31707001,20.75588036,21.17649078,21.24121094,21.49641037,21.73637009,22.20639992,22.78824043,23.33740044,24.44046974,24.6894207,25.60047913,26.61462021,27.26124001,27.54668045,27.30143929,27.65526009,27.57670021,27.27292061,27.02935028,28.10680962,29.00497055,29.36005974,29.9220295,30.72838974,31.20520973,31.75729942,32.50215912,32.99568176,33.69208145,34.65710068,35.66350937,36.41329956,37.38621902,37.94355011,39.43807983,40.35303116,41.6600914,43.18267059,44.66579819,45.40216064,46.3633194,47.26234055,47.77656937,,
IDA blend,IDB,26.24655914,26.75542068,27.44470024,27.98203087,28.1993103,28.5547905,28.71711922,29.2922802,30.02230072,30.42444992,31.56973076,32.36368942,33.32373047,34.64295959,35.85618973,36.21569824,36.03149033,36.42343903,35.9367218,35.51449966,35.44229126,36.85923004,38.16489029,38.18135071,38.42602921,38.64323044,38.75173187,38.96786118,39.17932129,38.9725914,39.1702919,40.02856827,40.56533051,41.2808609,42.76753998,43.04465866,44.78952026,45.40700912,46.49441147,47.69112015,49.30361176,49.7469101,50.34777832,50.86735153,51.54893875,,
Indonesia,IDN,18.25959969,18.61333084,18.69688988,19.01333046,19.58353043,21.07299042,21.83654976,22.57674026,24.01305962,,,28.33643913,30.5161705,34.02906036,34.28443909,,41.88130951,47.37783051,49.3371582,49.18490982,46.58588028,44.81150818,44.06684875,43.73295975,44.75798035,47.58974075,50.35955811,54.09881973,54.34608841,54.42705154,55.0976181,55.55807114,57.18510056,60.16173172,61.86944962,60.13283157,62.58937836,70.55848694,69.72920227,74.73399353,76.54019165,79.21021271,80.4074173,82.48970795,82.46869659,85.84207916,
IDA only,IDX,16.22450066,16.32138062,16.60371971,16.92262077,16.8760891,17.07280922,17.2347393,17.61804008,18.10565948,18.74772072,19.82504082,19.68622971,20.49667931,21.31045914,21.62863922,21.8660202,21.76477051,22.03492928,22.22083092,21.97160912,21.63425064,22.50485992,23.15226936,23.73166084,24.51499939,25.70307922,26.43059921,27.19311905,28.28919029,29.21731949,30.23055077,31.26864052,32.57674026,33.36352921,34.03841019,34.76913834,36.14154053,37.27819824,38.76453018,40.52922058,41.99908829,42.96126175,44.1688385,45.31393051,45.76176834,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,24.02639008,24.49538994,24.96640015,,25.66390038,25.81777954,26.38726997,26.76132965,,28.94630051,30.39611053,31.91077042,33.90954971,35.29776001,,37.4091301,37.0304718,37.12025833,37.29241943,,,,45.51369858,45.8368187,45.54281998,45.47692108,46.03047943,,43.22161102,45.06362152,45.34122849,47.26625824,49.82318115,51.57170105,54.17274094,55.0823288,57.47719955,60.55574036,59.79393005,63.29093933,66.42167664,69.16414642,68.89720917,74.2754364,73.96920013,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,73.32682037,75.63622284,80.03334808,82.69638062,85.2335968,86.73783875,87.84729004,88.50081635,89.06561279,90.25186157,92.91201019,96.76571655,98.73526764,99.64338684,99.6046524,98.27481079,97.32476807,96.07962799,94.69612885,94.44158936,95.64042664,98.27574921,106.7825089,108.5593338,109.2041397,108.7591324,110.3133011,100.6532135,99.90393829,99.43411255,98.84488678,100.9414673,104.0160065,107.5325775,109.5394897,110.6882172,112.8895111,114.9061584,118.9197769,123.4626083,122.0931396,126.0933304,,127.2033005,127.4819183,
"Iran, Islamic Rep.",IRN,,26.0985508,34.49591827,36.82316971,39.50545883,43.32735062,46.29951096,48.7179184,,,,,,,,44.39770126,,,48.65246964,,53.21755981,54.75006104,58.47806931,63.4931488,68.18157196,70.80597687,,74.56137085,,78.0428009,78.58412933,77.93213654,77.68005371,76.78079224,76.30233002,75.84529114,77.37796021,77.51429749,81.00769806,82.83158112,81.95504761,85.11794281,87.64283752,86.62177277,88.4066391,89.16723633,
Iraq,IRQ,,23.5258503,24.55451012,27.48088074,29.93796921,34.42621994,36.15544128,38.75595093,44.17078018,49.20846939,53.15288925,53.3203392,54.44749832,49.89236069,48.05722046,49.24594116,50.50849152,49.07559967,47.50025177,46.55448914,,,,41.1824913,,,38.83858871,,,34.61997986,37.46913147,37.56386185,,42.18260956,47.61510849,,,53.45965958,,,,,,,,,
Iceland,ISL,,80.18569946,81.58740997,,,79.99233246,81.58609009,83.42302704,82.66208649,84.41571045,81.04743958,85.69637299,87.33197784,88.13968658,89.82840729,92.08844757,93.56305695,95.98285675,95.22467041,96.82292175,98.22538757,99.62470245,101.6027374,102.6866379,102.6057129,102.8873596,103.3309631,,111.8310318,108.8690796,107.4035721,107.5196304,111.754097,115.1211624,108.1706924,109.1126404,109.3971863,108.8718872,109.0708389,107.9430008,109.289772,108.5537262,111.1702576,118.5564117,,,
Israel,ISR,,,,75.42411804,76.58119202,76.59147644,76.69702148,77.34391785,78.64881897,79.89054108,81.88587952,83.24521637,85.77272797,88.15654755,89.51461029,90.40595245,88.69177246,89.02187347,89.42655182,89.92420197,88.73092651,90.22473145,91.78518677,91.21721649,90.35516357,90.00604248,89.54109192,,,100.2989731,103.0032196,103.9625015,106.0304337,105.4233322,104.5067978,104.7361221,104.8875427,104.2685165,102.8816223,101.9916916,102.0558395,101.6979904,101.0639877,101.5317612,101.8636475,102.4788132,
Italy,ITA,,59.92179871,62.2541008,64.66693878,66.49040222,67.27976227,70.21687317,71.78556061,72.6783905,72.62204742,72.35954285,72.17279816,72.0507431,72.58428955,73.0945282,73.86260223,74.99305725,76.22049713,77.4367218,78.60881042,80.38812256,81.13511658,82.41745758,83.59838104,87.64872742,88.81929016,89.65814209,90.27091217,90.39885712,91.64678192,92.48458099,95.38363647,97.28629303,98.18097687,98.03749084,98.28961182,99.02320099,99.627388,100.3623886,100.7180862,102.2126999,102.6674881,101.6773911,102.3979874,102.624939,102.9024582,
Jamaica,JAM,,,,52.56987,47.30176926,55.34973145,57.89120865,59.78437042,,63.78366852,68.21568298,66.40825653,62.44652176,62.50651169,60.48405838,61.33412933,59.50933075,60.29228973,64.44917297,64.05979919,,69.51699066,,66.21233368,,,,,,87.57765961,86.37068939,85.53125,85.53404236,85.58383179,90.86612701,90.57089233,,93.27897644,94.55445862,95.56256104,92.82521057,92.71890259,,83.28907013,83.0246582,82.10732269,
Jordan,JOR,,47.276371,46.95495987,49.36275101,53.10034943,58.23751068,64.27375031,68.99986267,73.60246277,76.41142273,77.58165741,78.66954803,79.81198883,80.22556305,80.30834198,81.46237183,78.33963776,76.88822174,76.4204483,75.52314758,76.39028168,78.51371765,81.01631165,81.13728333,82.19695282,,84.41589355,,,85.85209656,86.02574921,,89.80980682,90.86073303,90.72077942,91.01516724,92.58789063,93.07588196,93.95909882,,88.51937103,86.59844208,84.29428864,82.63047791,82.44554138,,
Japan,JPN,,86.45252228,88.10160065,89.89021301,91.47370148,92.2703476,92.82376099,93.46452332,93.78623199,93.67339325,92.46537781,94.04119873,95.01274872,95.19107819,94.70465088,94.91927338,95.80873108,95.47473907,95.3525238,95.41133881,95.62463379,97.68113708,98.38034821,98.177948,101.0434799,100.8566895,101.097023,,101.004921,101.1828079,101.8340988,102.5308609,102.6753464,101.9482422,101.2452698,100.9985275,100.9808121,100.4190903,100.6429672,100.92659,101.6094971,101.7654266,101.8072586,101.9199829,101.7456131,,
Kazakhstan,KAZ,,,,,,,,,,,,93.30975342,,,,,100.8242111,,,101.0868607,100.0348129,97.7686615,96.5721817,94.59661102,93.15409088,,,91.56250763,89.98944092,93.03968811,93.39524841,,,,,,99.37904358,,,,97.73449707,99.08995819,101.2945709,101.8687668,105.4827194,109.1081009,112.0078125
Kenya,KEN,16.64332962,17.34271049,18.36230087,18.9684391,20.21595001,21.56534958,23.93083,24.47406006,26.18643951,27.06489944,30.00222015,29.32196999,29.26195908,30.52067947,31.97817993,39.62683105,39.07826996,41.12302017,40.45999908,,,,,,,,,,,38.52061081,39.31182861,40.35633087,40.99544907,43.13816071,47.18852997,47.8987999,50.09878922,52.67341995,59.40621185,60.43181992,,,,,,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,109.9588089,,,,,109.0024414,,,103.5844879,102.2495193,100.0643768,98.54667664,94.97029114,89.58348846,87.13925171,76.71311951,,,83.43170929,84.36998749,85.41761017,84.55767822,89.57511902,88.02426147,86.2731781,86.07324219,85.67687988,,85.98184204,86.59747314,86.47207642,87.40943146,88.33309937,90.78166962,92.05046844,
Cambodia,KHM,,8.387809753,9.722439766,,,,,,,,,,,,,,,,,,,27.77133942,,,,,,,17.94692039,16.54578972,17.23127937,18.86819077,22.84939957,27.40468979,31.2058506,,39.59194946,42.53393936,45.05133057,,,,,,,,
Kiribati,KIR,11.31091022,11.93712044,11.9731102,12.22850037,12.87213039,13.05327988,,14.96660995,18.83295059,23.5092907,27.72411919,21.63023949,21.45524025,21.33797073,23.17576981,24.72973061,26.92980957,30.24751091,32.39102936,36.45610809,37.35074997,36.55757904,39.18524933,,39.95463181,39.94379044,43.8706398,,47.10892105,58.27634811,63.54838943,77.54058838,82.51357269,88.40860748,88.95459747,89.04173279,87.96795654,88.1139679,87.13609314,,,,,,,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,66.00553131,69.17752075,69.82199097,71.96325684,76.79309845,77.82302856,,,83.46307373,83.67230988,,,,,,,105.2074127,95.33039856,91.97396851,88.33799744,84.53540802,86.9536438,,104.6517029,102.1850281,98.61431885,97.51074982,94.48108673,78.80283356,101.2037964,91.51831818,90.3914566,
"Korea, Rep.",KOR,,39.7084198,43.29254913,46.56866837,50.53684998,54.38634109,58.69316864,62.96921158,66.61911011,70.86036682,76.84526062,81.84049988,82.52217102,84.30367279,88.67585754,90.57557678,92.04707336,93.85449982,92.15744781,92.49005127,92.61814117,92.32050323,92.4141922,94.95829773,99.0284729,101.2559814,103.6330566,102.1354828,100.003273,99.07124329,98.39324951,95.18718719,91.86683655,90.00785828,90.40310669,93.22036743,97.30124664,99.40522003,99.18411255,98.36805725,96.07978821,95.7359314,96.1991806,97.73029327,98.45323181,98.88208771,
Kuwait,KWT,,63.19316101,61.36212921,59.33535004,57.90242004,58.0200882,60.04893875,70.12918091,73.58718872,76.31950378,78.80756378,81.08943939,82.5618515,84.513237,86.32170868,87.50417328,87.82488251,83.10231781,80.55930328,78.63437653,78.06459045,,51.43013,60.70788956,72.9210968,87.55944824,101.5716705,101.4869385,100.5337982,100.0753403,98.72479248,98.75341034,,102.4780807,105.0463715,110.4597702,104.7308502,100.4526291,95.48518372,93.37654877,93.50528717,93.3080368,92.52203369,92.54782867,93.60362244,94.97264862,
Latin America & Caribbean (excluding high income),LAC,25.80319023,27.01408005,30.15707016,32.39379883,37.83346939,39.84896088,42.84059906,45.44776917,46.8191185,70.98779297,71.91552734,72.61741638,73.60166168,74.18968201,74.97612,52.08213043,75.89476776,75.96743011,76.03926086,76.05706024,75.95876312,75.93385315,76.54152679,76.94348145,77.58863831,78.59690094,80.00228882,80.71881866,82.58220673,83.62281036,85.20478821,85.93755341,87.1634903,84.90882111,86.15647125,86.52197266,86.47754669,86.21691895,87.55303192,88.40270233,89.74980164,89.21559143,89.6500473,93.41908264,94.02172089,,
